          13          16   0.0000000000000000                0
          13          17   0.0000000000000000                0
          13          18   0.0000000000000000                0
          13          19   0.0000000000000000                0
          13          20   0.0000000000000000                0
          13          21   0.0000000000000000                0
          13          22   0.0000000000000000                0
          13          23   0.0000000000000000                0
          13          24   0.0000000000000000                0
          13          25   0.0000000000000000                0
          13          26   0.0000000000000000                0
          13          27   0.0000000000000000                0
          13          28   0.0000000000000000                0
          13          29   0.0000000000000000                0
          13          30   0.0000000000000000                0
          13          31   0.0000000000000000                0
          13          32   0.0000000000000000                0
          13          33   0.0000000000000000                0
          13          34   0.0000000000000000                0
          13          35   0.0000000000000000                0
          13          36   0.0000000000000000                0
          13          37   0.0000000000000000                0
          13          38   0.0000000000000000                0
          13          39   0.0000000000000000                0
          13          40   0.0000000000000000                0
          13          41   0.0000000000000000                0
          13          42   0.0000000000000000                0
          13          43   0.0000000000000000                0
          13          44   0.0000000000000000                0
          13          45   0.0000000000000000                0
          13          46   0.0000000000000000                0
          13          47   0.0000000000000000                0
          13          48   0.0000000000000000                0
          13          49   0.0000000000000000                0
          13          50   0.0000000000000000                0
          13          51   0.0000000000000000                0
          13          52   0.0000000000000000                0
          13          53   0.0000000000000000                0
          13          54   0.0000000000000000                0
          13          55   0.0000000000000000                0
          13          56   0.0000000000000000                0
          13          57   0.0000000000000000                0
          13          58   0.0000000000000000                0
          13          59   0.0000000000000000                0
          13          60   0.0000000000000000                0
          13          61   0.0000000000000000                0
          13          62   0.0000000000000000                0
          13          63   0.0000000000000000                0
          13          64   0.0000000000000000                0
          13          65   0.0000000000000000                0
          13          66   0.0000000000000000                0
          13          67   0.0000000000000000                0
          13          68   0.0000000000000000                0
          13          69   0.0000000000000000                0
          13          70   0.0000000000000000                0
          13          71   0.0000000000000000                0
          13          72   0.0000000000000000                0
          13          73   0.0000000000000000                0
          13          74   0.0000000000000000                0
          13          75   0.0000000000000000                0
          13          76   0.0000000000000000                0
          13          77   0.0000000000000000                0
          13          78   0.0000000000000000                0
          13          79   0.0000000000000000                0
          13          80   0.0000000000000000                0
          13          81   0.0000000000000000                0
          13          82   0.0000000000000000                0
          13          83   0.0000000000000000                0
          13          84   0.0000000000000000                0
          13          85   0.0000000000000000                0
          13          86   0.0000000000000000                0
          13          87   0.0000000000000000                0
          13          88   0.0000000000000000                0
          13          89   0.0000000000000000                0
          13          90   0.0000000000000000                0
          13          91   0.0000000000000000                0
          13          92   0.0000000000000000                0
          13          93   0.0000000000000000                0
          13          94   0.0000000000000000                0
          13          95   0.0000000000000000                0
          13          96   0.0000000000000000                0
          13          97   0.0000000000000000                0
          13          98   0.0000000000000000                0
          13          99   0.0000000000000000                0
          13         100   0.0000000000000000                0
          13         101   0.0000000000000000                0
          13         102   0.0000000000000000                0
          13         103   0.0000000000000000                0
          13         104   0.0000000000000000                0
          13         105   0.0000000000000000                0
          13         106   0.0000000000000000                0
          13         107   0.0000000000000000                0
          13         108   0.0000000000000000                0
          13         109   0.0000000000000000                0
          13         110   0.0000000000000000                0
          13         111   0.0000000000000000                0
          13         112   0.0000000000000000                0
          13         113   0.0000000000000000                0
          13         114   0.0000000000000000                0
          13         115   0.0000000000000000                0
          13         116   0.0000000000000000                0
          13         117   0.0000000000000000                0
          13         118   0.0000000000000000                0
          13         119   0.0000000000000000                0
          13         120   0.0000000000000000                0
          13         121   0.0000000000000000                0
          13         122   0.0000000000000000                0
          13         123   0.0000000000000000                0
          13         124   0.0000000000000000                0
          13         125   0.0000000000000000                0
          13         126   0.0000000000000000                0
          13         127   0.0000000000000000                0
          13         128   0.0000000000000000                0
          13         129   0.0000000000000000                0
          13         130   0.0000000000000000                0
          14           1   0.0000000000000000                0
          14           2   0.0000000000000000                0
          14           3   0.0000000000000000                0
          14           4   0.0000000000000000                0
          14           5   0.0000000000000000                0
          14           6   0.0000000000000000                0
          14           7   0.0000000000000000                0
          14           8   0.0000000000000000                0
          14           9   0.0000000000000000                0
          14          10   0.0000000000000000                0
          14          11   0.0000000000000000                0
          14          12   0.0000000000000000                0
          14          13   0.0000000000000000                0
          14          14   0.0000000000000000                0
          14          15   0.0000000000000000                0
          14          16   0.0000000000000000                0
          14          17   0.0000000000000000                0
          14          18   0.0000000000000000                0
          14          19   0.0000000000000000                0
          14          20   0.0000000000000000                0
          14          21   0.0000000000000000                0
          14          22   0.0000000000000000                0
          14          23   0.0000000000000000                0
          14          24   0.0000000000000000                0
          14          25   0.0000000000000000                0
          14          26   0.0000000000000000                0
          14          27   0.0000000000000000                0
          14          28   0.0000000000000000                0
          14          29   0.0000000000000000                0
          14          30   0.0000000000000000                0
          14          31   0.0000000000000000                0
          14          32   0.0000000000000000                0
          14          33   0.0000000000000000                0
          14          34   0.0000000000000000                0
          14          35   0.0000000000000000                0
          14          36   0.0000000000000000                0
          14          37   0.0000000000000000                0
          14          38   0.0000000000000000                0
          14          39   0.0000000000000000                0
          14          40   0.0000000000000000                0
          14          41   0.0000000000000000                0
          14          42   0.0000000000000000                0
          14          43   0.0000000000000000                0
          14          44   0.0000000000000000                0
          14          45   0.0000000000000000                0
          14          46   0.0000000000000000                0
          14          47   0.0000000000000000                0
          14          48   0.0000000000000000                0
          14          49   0.0000000000000000                0
          14          50   0.0000000000000000                0
          14          51   0.0000000000000000                0
          14          52   0.0000000000000000                0
          14          53   0.0000000000000000                0
          14          54   0.0000000000000000                0
          14          55   0.0000000000000000                0
          14          56   0.0000000000000000                0
          14          57   0.0000000000000000                0
          14          58   0.0000000000000000                0
          14          59   0.0000000000000000                0
          14          60   0.0000000000000000                0
          14          61   0.0000000000000000                0
          14          62   0.0000000000000000                0
          14          63   0.0000000000000000                0
          14          64   0.0000000000000000                0
          14          65   0.0000000000000000                0
          14          66   0.0000000000000000                0
          14          67   0.0000000000000000                0
          14          68   0.0000000000000000                0
          14          69   0.0000000000000000                0
          14          70   0.0000000000000000                0
          14          71   0.0000000000000000                0
          14          72   0.0000000000000000                0
          14          73   0.0000000000000000                0
          14          74   0.0000000000000000                0
          14          75   0.0000000000000000                0
          14          76   0.0000000000000000                0
          14          77   0.0000000000000000                0
          14          78   0.0000000000000000                0
          14          79   0.0000000000000000                0
          14          80   0.0000000000000000                0
          14          81   0.0000000000000000                0
          14          82   0.0000000000000000                0
          14          83   0.0000000000000000                0
          14          84   0.0000000000000000                0
          14          85   0.0000000000000000                0
          14          86   0.0000000000000000                0
          14          87   0.0000000000000000                0
          14          88   0.0000000000000000                0
          14          89   0.0000000000000000                0
          14          90   0.0000000000000000                0
          14          91   0.0000000000000000                0
          14          92   0.0000000000000000                0
          14          93   0.0000000000000000                0
          14          94   0.0000000000000000                0
          14          95   0.0000000000000000                0
          14          96   0.0000000000000000                0
          14          97   0.0000000000000000                0
          14          98   0.0000000000000000                0
          14          99   0.0000000000000000                0
          14         100   0.0000000000000000                0
          14         101   0.0000000000000000                0
          14         102   0.0000000000000000                0
          14         103   0.0000000000000000                0
          14         104   0.0000000000000000                0
          14         105   0.0000000000000000                0
          14         106   0.0000000000000000                0
          14         107   0.0000000000000000                0
          14         108   0.0000000000000000                0
          14         109   0.0000000000000000                0
          14         110   0.0000000000000000                0
          14         111   0.0000000000000000                0
          14         112   0.0000000000000000                0
          14         113   0.0000000000000000                0
          14         114   0.0000000000000000                0
          14         115   0.0000000000000000                0
          14         116   0.0000000000000000                0
          14         117   0.0000000000000000                0
          14         118   0.0000000000000000                0
          14         119   0.0000000000000000                0
          14         120   0.0000000000000000                0
          14         121   0.0000000000000000                0
          14         122   0.0000000000000000                0
          14         123   0.0000000000000000                0
          14         124   0.0000000000000000                0
          14         125   0.0000000000000000                0
          14         126   0.0000000000000000                0
          14         127   0.0000000000000000                0
          14         128   0.0000000000000000                0
          14         129   0.0000000000000000                0
          14         130   0.0000000000000000                0
          15           1   0.0000000000000000                0
          15           2   0.0000000000000000                0
          15           3   0.0000000000000000                0
          15           4   0.0000000000000000                0
          15           5   0.0000000000000000                0
          15           6   0.0000000000000000                0
          15           7   0.0000000000000000                0
          15           8   0.0000000000000000                0
          15           9   0.0000000000000000                0
          15          10   0.0000000000000000                0
          15          11   0.0000000000000000                0
          15          12   0.0000000000000000                0
          15          13   0.0000000000000000                0
          15          14   0.0000000000000000                0
          15          15   0.0000000000000000                0
          15          16   0.0000000000000000                0
          15          17   0.0000000000000000                0
          15          18   0.0000000000000000                0
          15          19   0.0000000000000000                0
          15          20   0.0000000000000000                0
          15          21   0.0000000000000000                0
          15          22   0.0000000000000000                0
          15          23   0.0000000000000000                0
          15          24   0.0000000000000000                0
          15          25   0.0000000000000000                0
          15          26   0.0000000000000000                0
          15          27   0.0000000000000000                0
          15          28   0.0000000000000000                0
          15          29   0.0000000000000000                0
          15          30   0.0000000000000000                0
          15          31   0.0000000000000000                0
          15          32   0.0000000000000000                0
          15          33   0.0000000000000000                0
          15          34   0.0000000000000000                0
          15          35   0.0000000000000000                0
          15          36   0.0000000000000000                0
          15          37   0.0000000000000000                0
          15          38   0.0000000000000000                0
          15          39   0.0000000000000000                0
          15          40   0.0000000000000000                0
          15          41   0.0000000000000000                0
          15          42   0.0000000000000000                0
          15          43   0.0000000000000000                0
          15          44   0.0000000000000000                0
          15          45   0.0000000000000000                0
          15          46   0.0000000000000000                0
          15          47   0.0000000000000000                0
          15          48   0.0000000000000000                0
          15          49   0.0000000000000000                0
          15          50   0.0000000000000000                0
          15          51   0.0000000000000000                0
          15          52   0.0000000000000000                0
          15          53   0.0000000000000000                0
          15          54   0.0000000000000000                0
          15          55   0.0000000000000000                0
          15          56   0.0000000000000000                0
          15          57   0.0000000000000000                0
          15          58   0.0000000000000000                0
          15          59   0.0000000000000000                0
          15          60   0.0000000000000000                0
          15          61   0.0000000000000000                0
          15          62   0.0000000000000000                0
          15          63   0.0000000000000000                0
          15          64   0.0000000000000000                0
          15          65   0.0000000000000000                0
          15          66   0.0000000000000000                0
          15          67   0.0000000000000000                0
          15          68   0.0000000000000000                0
          15          69   0.0000000000000000                0
          15          70   0.0000000000000000                0
          15          71   0.0000000000000000                0
          15          72   0.0000000000000000                0
          15          73   0.0000000000000000                0
          15          74   0.0000000000000000                0
          15          75   0.0000000000000000                0
          15          76   0.0000000000000000                0
          15          77   0.0000000000000000                0
          15          78   0.0000000000000000                0
          15          79   0.0000000000000000                0
          15          80   0.0000000000000000                0
          15          81   0.0000000000000000                0
          15          82   0.0000000000000000                0
          15          83   0.0000000000000000                0
          15          84   0.0000000000000000                0
          15          85   0.0000000000000000                0
          15          86   0.0000000000000000                0
          15          87   0.0000000000000000                0
          15          88   0.0000000000000000                0
          15          89   0.0000000000000000                0
          15          90   0.0000000000000000                0
          15          91   0.0000000000000000                0
          15          92   0.0000000000000000                0
          15          93   0.0000000000000000                0
          15          94   0.0000000000000000                0
          15          95   0.0000000000000000                0
          15          96   0.0000000000000000                0
          15          97   0.0000000000000000                0
          15          98   0.0000000000000000                0
          15          99   0.0000000000000000                0
          15         100   0.0000000000000000                0
          15         101   0.0000000000000000                0
          15         102   0.0000000000000000                0
          15         103   0.0000000000000000                0
          15         104   0.0000000000000000                0
          15         105   0.0000000000000000                0
          15         106   0.0000000000000000                0
          15         107   0.0000000000000000                0
          15         108   0.0000000000000000                0
          15         109   0.0000000000000000                0
          15         110   0.0000000000000000                0
          15         111   0.0000000000000000                0
          15         112   0.0000000000000000                0
          15         113   0.0000000000000000                0
          15         114   0.0000000000000000                0
          15         115   0.0000000000000000                0
          15         116   0.0000000000000000                0
          15         117   0.0000000000000000                0
          15         118   0.0000000000000000                0
          15         119   0.0000000000000000                0
          15         120   0.0000000000000000                0
          15         121   0.0000000000000000                0
          15         122   0.0000000000000000                0
          15         123   0.0000000000000000                0
          15         124   0.0000000000000000                0
          15         125   0.0000000000000000                0
          15         126   0.0000000000000000                0
          15         127   0.0000000000000000                0
          15         128   0.0000000000000000                0
          15         129   0.0000000000000000                0
          15         130   0.0000000000000000                0
          16           1   0.0000000000000000                0
          16           2   0.0000000000000000                0
          16           3   0.0000000000000000                0
          16           4   0.0000000000000000                0
          16           5   0.0000000000000000                0
          16           6   0.0000000000000000                0
          16           7   0.0000000000000000                0
          16           8   0.0000000000000000                0
          16           9   0.0000000000000000                0
          16          10   0.0000000000000000                0
          16          11   0.0000000000000000                0
          16          12   0.0000000000000000                0
          16          13   0.0000000000000000                0
          16          14   0.0000000000000000                0
          16          15   0.0000000000000000                0
          16          16   0.0000000000000000                0
          16          17   0.0000000000000000                0
          16          18   0.0000000000000000                0
          16          19   0.0000000000000000                0
          16          20   0.0000000000000000                0
          16          21   0.0000000000000000                0
          16          22   0.0000000000000000                0
          16          23   0.0000000000000000                0
          16          24   0.0000000000000000                0
          16          25   0.0000000000000000                0
          16          26   0.0000000000000000                0
          16          27   0.0000000000000000                0
          16          28   0.0000000000000000                0
          16          29   0.0000000000000000                0
          16          30   0.0000000000000000                0
          16          31   0.0000000000000000                0
          16          32   0.0000000000000000                0
          16          33   0.0000000000000000                0
          16          34   0.0000000000000000                0
          16          35   0.0000000000000000                0
          16          36   0.0000000000000000                0
          16          37   0.0000000000000000                0
          16          38   0.0000000000000000                0
          16          39   0.0000000000000000                0
          16          40   0.0000000000000000                0
          16          41   0.0000000000000000                0
          16          42   0.0000000000000000                0
          16          43   0.0000000000000000                0
          16          44   0.0000000000000000                0
          16          45   0.0000000000000000                0
          16          46   0.0000000000000000                0
          16          47   0.0000000000000000                0
          16          48   0.0000000000000000                0
          16          49   0.0000000000000000                0
          16          50   0.0000000000000000                0
          16          51   0.0000000000000000                0
          16          52   0.0000000000000000                0
          16          53   0.0000000000000000                0
          16          54   0.0000000000000000                0
          16          55   0.0000000000000000                0
          16          56   0.0000000000000000                0
          16          57   0.0000000000000000                0
          16          58   0.0000000000000000                0
          16          59   0.0000000000000000                0
          16          60   0.0000000000000000                0
          16          61   0.0000000000000000                0
          16          62   0.0000000000000000                0
          16          63   0.0000000000000000                0
          16          64   0.0000000000000000                0
          16          65   0.0000000000000000                0
          16          66   0.0000000000000000                0
          16          67   0.0000000000000000                0
          16          68   0.0000000000000000                0
          16          69   0.0000000000000000                0
          16          70   0.0000000000000000                0
          16          71   0.0000000000000000                0
          16          72   0.0000000000000000                0
          16          73   0.0000000000000000                0
          16          74   0.0000000000000000                0
          16          75   0.0000000000000000                0
          16          76   0.0000000000000000                0
          16          77   0.0000000000000000                0
          16          78   0.0000000000000000                0
          16          79   0.0000000000000000                0
          16          80   0.0000000000000000                0
          16          81   0.0000000000000000                0
          16          82   0.0000000000000000                0
          16          83   0.0000000000000000                0
          16          84   0.0000000000000000                0
          16          85   0.0000000000000000                0
          16          86   0.0000000000000000                0
          16          87   0.0000000000000000                0
          16          88   0.0000000000000000                0
          16          89   0.0000000000000000                0
          16          90   0.0000000000000000                0
          16          91   0.0000000000000000                0
          16          92   0.0000000000000000                0
          16          93   0.0000000000000000                0
          16          94   0.0000000000000000                0
          16          95   0.0000000000000000                0
          16          96   0.0000000000000000                0
          16          97   0.0000000000000000                0
          16          98   0.0000000000000000                0
          16          99   0.0000000000000000                0
          16         100   0.0000000000000000                0
          16         101   0.0000000000000000                0
          16         102   0.0000000000000000                0
          16         103   0.0000000000000000                0
          16         104   0.0000000000000000                0
          16         105   0.0000000000000000                0
          16         106   0.0000000000000000                0
          16         107   0.0000000000000000                0
          16         108   0.0000000000000000                0
          16         109   0.0000000000000000                0
          16         110   0.0000000000000000                0
          16         111   0.0000000000000000                0
          16         112   0.0000000000000000                0
          16         113   0.0000000000000000                0
          16         114   0.0000000000000000                0
          16         115   0.0000000000000000                0
          16         116   0.0000000000000000                0
          16         117   0.0000000000000000                0
          16         118   0.0000000000000000                0
          16         119   0.0000000000000000                0
          16         120   0.0000000000000000                0
          16         121   0.0000000000000000                0
          16         122   0.0000000000000000                0
          16         123   0.0000000000000000                0
          16         124   0.0000000000000000                0
          16         125   0.0000000000000000                0
          16         126   0.0000000000000000                0
          16         127   0.0000000000000000                0
          16         128   0.0000000000000000                0
          16         129   0.0000000000000000                0
          16         130   0.0000000000000000                0
          17           1   0.0000000000000000                0
          17           2   0.0000000000000000                0
          17           3   0.0000000000000000                0
          17           4   0.0000000000000000                0
          17           5   0.0000000000000000                0
          17           6   0.0000000000000000                0
          17           7   0.0000000000000000                0
          17           8   0.0000000000000000                0
          17           9   0.0000000000000000                0
          17          10   0.0000000000000000                0
          17          11   0.0000000000000000                0
          17          12   0.0000000000000000                0
          17          13   0.0000000000000000                0
          17          14   0.0000000000000000                0
          17          15   0.0000000000000000                0
          17          16   0.0000000000000000                0
          17          17   0.0000000000000000                0
          17          18   0.0000000000000000                0
          17          19   0.0000000000000000                0
          17          20   0.0000000000000000                0
          17          21   0.0000000000000000                0
          17          22   0.0000000000000000                0
          17          23   0.0000000000000000                0
          17          24   0.0000000000000000                0
          17          25   0.0000000000000000                0
          17          26   0.0000000000000000                0
          17          27   0.0000000000000000                0
          17          28   0.0000000000000000                0
          17          29   0.0000000000000000                0
          17          30   0.0000000000000000                0
          17          31   0.0000000000000000                0
          17          32   0.0000000000000000                0
          17          33   0.0000000000000000                0
          17          34   0.0000000000000000                0
          17          35   0.0000000000000000                0
          17          36   0.0000000000000000                0
          17          37   0.0000000000000000                0
          17          38   0.0000000000000000                0
          17          39   0.0000000000000000                0
          17          40   0.0000000000000000                0
          17          41   0.0000000000000000                0
          17          42   0.0000000000000000                0
          17          43   0.0000000000000000                0
          17          44   0.0000000000000000                0
          17          45   0.0000000000000000                0
          17          46   0.0000000000000000                0
          17          47   0.0000000000000000                0
          17          48   0.0000000000000000                0
          17          49   0.0000000000000000                0
          17          50   0.0000000000000000                0
          17          51   0.0000000000000000                0
          17          52   0.0000000000000000                0
          17          53   0.0000000000000000                0
          17          54   0.0000000000000000                0
          17          55   0.0000000000000000                0
          17          56   0.0000000000000000                0
          17          57   0.0000000000000000                0
          17          58   0.0000000000000000                0
          17          59   0.0000000000000000                0
          17          60   0.0000000000000000                0
          17          61   0.0000000000000000                0
          17          62   0.0000000000000000                0
          17          63   0.0000000000000000                0
          17          64   0.0000000000000000                0
          17          65   0.0000000000000000                0
          17          66   0.0000000000000000                0
          17          67   0.0000000000000000                0
          17          68   0.0000000000000000                0
          17          69   0.0000000000000000                0
          17          70   0.0000000000000000                0
          17          71   0.0000000000000000                0
          17          72   0.0000000000000000                0
          17          73   0.0000000000000000                0
          17          74   0.0000000000000000                0
          17          75   0.0000000000000000                0
          17          76   0.0000000000000000                0
          17          77   0.0000000000000000                0
          17          78   0.0000000000000000                0
          17          79   0.0000000000000000                0
          17          80   0.0000000000000000                0
          17          81   0.0000000000000000                0
          17          82   0.0000000000000000                0
          17          83   0.0000000000000000                0
          17          84   0.0000000000000000                0
          17          85   0.0000000000000000                0
          17          86   0.0000000000000000                0
          17          87   0.0000000000000000                0
          17          88   0.0000000000000000                0
          17          89   0.0000000000000000                0
          17          90   0.0000000000000000                0
          17          91   0.0000000000000000                0
          17          92   0.0000000000000000                0
          17          93   0.0000000000000000                0
          17          94   0.0000000000000000                0
          17          95   0.0000000000000000                0
          17          96   0.0000000000000000                0
          17          97   0.0000000000000000                0
          17          98   0.0000000000000000                0
          17          99   0.0000000000000000                0
          17         100   0.0000000000000000                0
          17         101   0.0000000000000000                0
          17         102   0.0000000000000000                0
          17         103   0.0000000000000000                0
          17         104   0.0000000000000000                0
          17         105   0.0000000000000000                0
          17         106   0.0000000000000000                0
          17         107   0.0000000000000000                0
          17         108   0.0000000000000000                0
          17         109   0.0000000000000000                0
          17         110   0.0000000000000000                0
          17         111   0.0000000000000000                0
          17         112   0.0000000000000000                0
          17         113   0.0000000000000000                0
          17         114   0.0000000000000000                0
          17         115   0.0000000000000000                0
          17         116   0.0000000000000000                0
          17         117   0.0000000000000000                0
          17         118   0.0000000000000000                0
          17         119   0.0000000000000000                0
          17         120   0.0000000000000000                0
          17         121   0.0000000000000000                0
          17         122   0.0000000000000000                0
          17         123   0.0000000000000000                0
          17         124   0.0000000000000000                0
          17         125   0.0000000000000000                0
          17         126   0.0000000000000000                0
          17         127   0.0000000000000000                0
          17         128   0.0000000000000000                0
          17         129   0.0000000000000000                0
          17         130   0.0000000000000000                0
          18           1   0.0000000000000000                0
          18           2   0.0000000000000000                0
          18           3   0.0000000000000000                0
          18           4   0.0000000000000000                0
          18           5   0.0000000000000000                0
          18           6   0.0000000000000000                0
          18           7   0.0000000000000000                0
          18           8   0.0000000000000000                0
          18           9   0.0000000000000000                0
          18          10   0.0000000000000000                0
          18          11   0.0000000000000000                0
          18          12   0.0000000000000000                0
          18          13   0.0000000000000000                0
          18          14   0.0000000000000000                0
          18          15   0.0000000000000000                0
          18          16   0.0000000000000000                0
          18          17   0.0000000000000000                0
          18          18   0.0000000000000000                0
          18          19   0.0000000000000000                0
          18          20   0.0000000000000000                0
          18          21   0.0000000000000000                0
          18          22   0.0000000000000000                0
          18          23   0.0000000000000000                0
          18          24   0.0000000000000000                0
          18          25   0.0000000000000000                0
          18          26   0.0000000000000000                0
          18          27   0.0000000000000000                0
          18          28   0.0000000000000000                0
          18          29   0.0000000000000000                0
          18          30   0.0000000000000000                0
          18          31   0.0000000000000000                0
          18          32   0.0000000000000000                0
          18          33   0.0000000000000000                0
          18          34   0.0000000000000000                0
          18          35   0.0000000000000000                0
          18          36   0.0000000000000000                0
          18          37   0.0000000000000000                0
          18          38   0.0000000000000000                0
          18          39   0.0000000000000000                0
          18          40   0.0000000000000000                0
          18          41   0.0000000000000000                0
          18          42   0.0000000000000000                0
          18          43   0.0000000000000000                0
          18          44   0.0000000000000000                0
          18          45   0.0000000000000000                0
          18          46   0.0000000000000000                0
          18          47   0.0000000000000000                0
          18          48   0.0000000000000000                0
          18          49   0.0000000000000000                0
          18          50   0.0000000000000000                0
          18          51   0.0000000000000000                0
          18          52   0.0000000000000000                0
          18          53   0.0000000000000000                0
          18          54   0.0000000000000000                0
          18          55   0.0000000000000000                0
          18          56   0.0000000000000000                0
          18          57   0.0000000000000000                0
          18          58   0.0000000000000000                0
          18          59   0.0000000000000000                0
          18          60   0.0000000000000000                0
          18          61   0.0000000000000000                0
          18          62   0.0000000000000000                0
          18          63   0.0000000000000000                0
          18          64   0.0000000000000000                0
          18          65   0.0000000000000000                0
          18          66   0.0000000000000000                0
          18          67   0.0000000000000000                0
          18          68   0.0000000000000000                0
          18          69   0.0000000000000000                0
          18          70   0.0000000000000000                0
          18          71   0.0000000000000000                0
          18          72   0.0000000000000000                0
          18          73   0.0000000000000000                0
          18          74   0.0000000000000000                0
          18          75   0.0000000000000000                0
          18          76   0.0000000000000000                0
          18          77   0.0000000000000000                0
          18          78   0.0000000000000000                0
          18          79   0.0000000000000000                0
          18          80   0.0000000000000000                0
